"","time","value","age_group","econ_sector","vaccine_group","compartment"
"395",9,2197223.20081783,"20-64","sector_32","unvaccinated","susceptible"
"396",10,2197222.93738788,"20-64","sector_32","unvaccinated","susceptible"
"397",0,354738.9645261,"20-64","sector_33","unvaccinated","susceptible"
"398",1,354738.940979742,"20-64","sector_33","unvaccinated","susceptible"
"399",2,354738.921072454,"20-64","sector_33","unvaccinated","susceptible"
"400",3,354738.90220543,"20-64","sector_33","unvaccinated","susceptible"
"401",4,354738.882900761,"20-64","sector_33","unvaccinated","susceptible"
"402",5,354738.862258109,"20-64","sector_33","unvaccinated","susceptible"
"403",6,354738.839667286,"20-64","sector_33","unvaccinated","susceptible"
"404",7,354738.814655155,"20-64","sector_33","unvaccinated","susceptible"
"405",8,354738.786802976,"20-64","sector_33","unvaccinated","susceptible"
"406",9,354738.755700589,"20-64","sector_33","unvaccinated","susceptible"
"407",10,354738.720919754,"20-64","sector_33","unvaccinated","susceptible"
"408",0,215036.9784963,"20-64","sector_34","unvaccinated","susceptible"
"409",1,215036.964461561,"20-64","sector_34","unvaccinated","susceptible"
"410",2,215036.952571828,"20-64","sector_34","unvaccinated","susceptible"
"411",3,215036.941297338,"20-64","sector_34","unvaccinated","susceptible"
"412",4,215036.929767611,"20-64","sector_34","unvaccinated","susceptible"
"413",5,215036.917451935,"20-64","sector_34","unvaccinated","susceptible"
"414",6,215036.90399037,"20-64","sector_34","unvaccinated","susceptible"
"415",7,215036.88910373,"20-64","sector_34","unvaccinated","susceptible"
"416",8,215036.872544951,"20-64","sector_34","unvaccinated","susceptible"
"417",9,215036.854072112,"20-64","sector_34","unvaccinated","susceptible"
"418",10,215036.833432713,"20-64","sector_34","unvaccinated","susceptible"
"419",0,823934.9176065,"20-64","sector_35","unvaccinated","susceptible"
"420",1,823934.866211422,"20-64","sector_35","unvaccinated","susceptible"
"421",2,823934.822920269,"20-64","sector_35","unvaccinated","susceptible"
"422",3,823934.782241248,"20-64","sector_35","unvaccinated","susceptible"
"423",4,823934.741028363,"20-64","sector_35","unvaccinated","susceptible"
"424",5,823934.697355396,"20-64","sector_35","unvaccinated","susceptible"
"425",6,823934.649916681,"20-64","sector_35","unvaccinated","susceptible"
"426",7,823934.597705663,"20-64","sector_35","unvaccinated","susceptible"
"427",8,823934.539839946,"20-64","sector_35","unvaccinated","susceptible"
"428",9,823934.475463506,"20-64","sector_35","unvaccinated","susceptible"
"429",10,823934.403689374,"20-64","sector_35","unvaccinated","susceptible"
"430",0,1061197.8938802,"20-64","sector_36","unvaccinated","susceptible"
"431",1,1061197.82002742,"20-64","sector_36","unvaccinated","susceptible"
"432",2,1061197.7587424,"20-64","sector_36","unvaccinated","susceptible"
"433",3,1061197.70159053,"20-64","sector_36","unvaccinated","susceptible"
"434",4,1061197.64380528,"20-64","sector_36","unvaccinated","susceptible"
"435",5,1061197.58252095,"20-64","sector_36","unvaccinated","susceptible"
"436",6,1061197.51583499,"20-64","sector_36","unvaccinated","susceptible"
"437",7,1061197.4423075,"20-64","sector_36","unvaccinated","susceptible"
"438",8,1061197.36069113,"20-64","sector_36","unvaccinated","susceptible"
"439",9,1061197.26978185,"20-64","sector_36","unvaccinated","susceptible"
"440",10,1061197.16833298,"20-64","sector_36","unvaccinated","susceptible"
"441",0,539399.94606,"20-64","sector_37","unvaccinated","susceptible"
"442",1,539399.907128343,"20-64","sector_37","unvaccinated","susceptible"
"443",2,539399.87410152,"20-64","sector_37","unvaccinated","susceptible"
"444",3,539399.842629378,"20-64","sector_37","unvaccinated","susceptible"
"445",4,539399.810242831,"20-64","sector_37","unvaccinated","susceptible"
"446",5,539399.77543753,"20-64","sector_37","unvaccinated","susceptible"
"447",6,539399.737190499,"20-64","sector_37","unvaccinated","susceptible"
"448",7,539399.694703488,"20-64","sector_37","unvaccinated","susceptible"
"449",8,539399.647264885,"20-64","sector_37","unvaccinated","susceptible"
"450",9,539399.594173398,"20-64","sector_37","unvaccinated","susceptible"
"451",10,539399.534693701,"20-64","sector_37","unvaccinated","susceptible"
"452",0,2657871.7342128,"20-64","sector_38","unvaccinated","susceptible"
"453",1,2657871.55129419,"20-64","sector_38","unvaccinated","susceptible"
"454",2,2657871.39606689,"20-64","sector_38","unvaccinated","susceptible"
"455",3,2657871.24849699,"20-64","sector_38","unvaccinated","susceptible"
"456",4,2657871.09719854,"20-64","sector_38","unvaccinated","susceptible"
"457",5,2657870.93523393,"20-64","sector_38","unvaccinated","susceptible"
"458",6,2657870.75789529,"20-64","sector_38","unvaccinated","susceptible"
"459",7,2657870.56152407,"20-64","sector_38","unvaccinated","susceptible"
"460",8,2657870.34287439,"20-64","sector_38","unvaccinated","susceptible"
"461",9,2657870.09876029,"20-64","sector_38","unvaccinated","susceptible"
"462",10,2657869.82585037,"20-64","sector_38","unvaccinated","susceptible"
"463",0,2760963.7239036,"20-64","sector_39","unvaccinated","susceptible"
"464",1,2760963.52245373,"20-64","sector_39","unvaccinated","susceptible"
"465",2,2760963.35211954,"20-64","sector_39","unvaccinated","susceptible"
"466",3,2760963.19117224,"20-64","sector_39","unvaccinated","susceptible"
"467",4,2760963.02720623,"20-64","sector_39","unvaccinated","susceptible"
"468",5,2760962.85264801,"20-64","sector_39","unvaccinated","susceptible"
"469",6,2760962.66236975,"20-64","sector_39","unvaccinated","susceptible"
"470",7,2760962.45241188,"20-64","sector_39","unvaccinated","susceptible"
"471",8,2760962.21928962,"20-64","sector_39","unvaccinated","susceptible"
"472",9,2760961.95960649,"20-64","sector_39","unvaccinated","susceptible"
"473",10,2760961.66982846,"20-64","sector_39","unvaccinated","susceptible"
"474",0,1383046.8616953,"20-64","sector_40","unvaccinated","susceptible"
"475",1,1383046.76373721,"20-64","sector_40","unvaccinated","susceptible"
"476",2,1383046.68243433,"20-64","sector_40","unvaccinated","susceptible"
"477",3,1383046.60656989,"20-64","sector_40","unvaccinated","susceptible"
"478",4,1383046.52981002,"20-64","sector_40","unvaccinated","susceptible"
"479",5,1383046.4483495,"20-64","sector_40","unvaccinated","susceptible"
"480",6,1383046.35966311,"20-64","sector_40","unvaccinated","susceptible"
"481",7,1383046.26183961,"20-64","sector_40","unvaccinated","susceptible"
"482",8,1383046.15322248,"20-64","sector_40","unvaccinated","susceptible"
"483",9,1383046.0322117,"20-64","sector_40","unvaccinated","susceptible"
"484",10,1383045.89714958,"20-64","sector_40","unvaccinated","susceptible"
"485",0,2684122.7315877,"20-64","sector_41","unvaccinated","susceptible"
"486",1,2684122.5005931,"20-64","sector_41","unvaccinated","susceptible"
"487",2,2684122.30255613,"20-64","sector_41","unvaccinated","susceptible"
"488",3,2684122.11064686,"20-64","sector_41","unvaccinated","susceptible"
"489",4,2684121.90965193,"20-64","sector_41","unvaccinated","susceptible"
"490",5,2684121.69021685,"20-64","sector_41","unvaccinated","susceptible"
"491",6,2684121.4458383,"20-64","sector_41","unvaccinated","susceptible"
"492",7,2684121.17128315,"20-64","sector_41","unvaccinated","susceptible"
"493",8,2684120.86174558,"20-64","sector_41","unvaccinated","susceptible"
"494",9,2684120.51238376,"20-64","sector_41","unvaccinated","susceptible"
"495",10,2684120.11805005,"20-64","sector_41","unvaccinated","susceptible"
"496",0,4000887.5999112,"20-64","sector_42","unvaccinated","susceptible"
"497",1,4000887.28996966,"20-64","sector_42","unvaccinated","susceptible"
"498",2,4000887.02562643,"20-64","sector_42","unvaccinated","susceptible"
"499",3,4000886.77240612,"20-64","sector_42","unvaccinated","susceptible"
"500",4,4000886.51076329,"20-64","sector_42","unvaccinated","susceptible"
"501",5,4000886.22878495,"20-64","sector_42","unvaccinated","susceptible"
"502",6,4000885.91834969,"20-64","sector_42","unvaccinated","susceptible"
"503",7,4000885.57309288,"20-64","sector_42","unvaccinated","susceptible"
"504",8,4000885.18731388,"20-64","sector_42","unvaccinated","susceptible"
"505",9,4000884.75537287,"20-64","sector_42","unvaccinated","susceptible"
"506",10,4000884.27134031,"20-64","sector_42","unvaccinated","susceptible"
"507",0,910330.9089669,"20-64","sector_43","unvaccinated","susceptible"
"508",1,910330.835690661,"20-64","sector_43","unvaccinated","susceptible"
"509",2,910330.773490458,"20-64","sector_43","unvaccinated","susceptible"
"510",3,910330.714368343,"20-64","sector_43","unvaccinated","susceptible"
"511",4,910330.653768305,"20-64","sector_43","unvaccinated","susceptible"
"512",5,910330.588910236,"20-64","sector_43","unvaccinated","susceptible"
"513",6,910330.51790703,"20-64","sector_43","unvaccinated","susceptible"
"514",7,910330.439293369,"20-64","sector_43","unvaccinated","susceptible"
"515",8,910330.351770756,"20-64","sector_43","unvaccinated","susceptible"
"516",9,910330.254065851,"20-64","sector_43","unvaccinated","susceptible"
"517",10,910330.144847825,"20-64","sector_43","unvaccinated","susceptible"
"518",0,876637.9123362,"20-64","sector_44","unvaccinated","susceptible"
"519",1,876637.859243696,"20-64","sector_44","unvaccinated","susceptible"
"520",2,876637.8151748,"20-64","sector_44","unvaccinated","susceptible"
"521",3,876637.774167092,"20-64","sector_44","unvaccinated","susceptible"
"522",4,876637.732831981,"20-64","sector_44","unvaccinated","susceptible"
"523",5,876637.689119257,"20-64","sector_44","unvaccinated","susceptible"
"524",6,876637.641660096,"20-64","sector_44","unvaccinated","susceptible"
"525",7,876637.589415359,"20-64","sector_44","unvaccinated","susceptible"
"526",8,876637.531484962,"20-64","sector_44","unvaccinated","susceptible"
"527",9,876637.467002062,"20-64","sector_44","unvaccinated","susceptible"
"528",10,876637.395071711,"20-64","sector_44","unvaccinated","susceptible"
"529",0,58737.9941262,"20-64","sector_45","unvaccinated","susceptible"
"530",1,58737.9908162174,"20-64","sector_45","unvaccinated","susceptible"
"531",2,58737.9880280408,"20-64","sector_45","unvaccinated","susceptible"
"532",3,58737.985401212,"20-64","sector_45","unvaccinated","susceptible"
"533",4,58737.9827299597,"20-64","sector_45","unvaccinated","susceptible"
"534",5,58737.9798885787,"20-64","sector_45","unvaccinated","susceptible"
"535",6,58737.9767918549,"20-64","sector_45","unvaccinated","susceptible"
"536",7,58737.9733739207,"20-64","sector_45","unvaccinated","susceptible"
"537",8,58737.9695767971,"20-64","sector_45","unvaccinated","susceptible"
"538",9,58737.9653440182,"20-64","sector_45","unvaccinated","susceptible"
"539",10,58737.9606169076,"20-64","sector_45","unvaccinated","susceptible"
"540",0,0,"0-4","sector_00","unvaccinated","exposed"
"541",1,0.104648068011373,"0-4","sector_00","unvaccinated","exposed"
"542",2,0.173216104426146,"0-4","sector_00","unvaccinated","exposed"
"543",3,0.223416800264195,"0-4","sector_00","unvaccinated","exposed"
"544",4,0.26501492368824,"0-4","sector_00","unvaccinated","exposed"
"545",5,0.303537124342422,"0-4","sector_00","unvaccinated","exposed"
"546",6,0.342245592459881,"0-4","sector_00","unvaccinated","exposed"
"547",7,0.383194833160486,"0-4","sector_00","unvaccinated","exposed"
"548",8,0.427802806414476,"0-4","sector_00","unvaccinated","exposed"
"549",9,0.477163938205729,"0-4","sector_00","unvaccinated","exposed"
"550",10,0.532224329959304,"0-4","sector_00","unvaccinated","exposed"
"551",0,0,"5-19","sector_00","unvaccinated","exposed"
"552",1,0.582142319597815,"5-19","sector_00","unvaccinated","exposed"
"553",2,0.95496844549858,"5-19","sector_00","unvaccinated","exposed"
"554",3,1.22438061027103,"5-19","sector_00","unvaccinated","exposed"
"555",4,1.44736787158418,"5-19","sector_00","unvaccinated","exposed"
"556",5,1.65521182804673,"5-19","sector_00","unvaccinated","exposed"
"557",6,1.86572476507423,"5-19","sector_00","unvaccinated","exposed"
"558",7,2.08972098125073,"5-19","sector_00","unvaccinated","exposed"
"559",8,2.33445368614835,"5-19","sector_00","unvaccinated","exposed"
"560",9,2.60545432833835,"5-19","sector_00","unvaccinated","exposed"
"561",10,2.90753048938518,"5-19","sector_00","unvaccinated","exposed"
"562",0,0,"20-64","sector_00","unvaccinated","exposed"
"563",1,0.241341722561917,"20-64","sector_00","unvaccinated","exposed"
"564",2,0.399568359777957,"20-64","sector_00","unvaccinated","exposed"
"565",3,0.517421162753636,"20-64","sector_00","unvaccinated","exposed"
"566",4,0.617870940781225,"20-64","sector_00","unvaccinated","exposed"
"567",5,0.713538526724288,"20-64","sector_00","unvaccinated","exposed"
"568",6,0.811651383272831,"20-64","sector_00","unvaccinated","exposed"
"569",7,0.916657356787618,"20-64","sector_00","unvaccinated","exposed"
"570",8,1.03160863235452,"20-64","sector_00","unvaccinated","exposed"
"571",9,1.15890026668599,"20-64","sector_00","unvaccinated","exposed"
"572",10,1.30067017517742,"20-64","sector_00","unvaccinated","exposed"
"573",0,0,"65+","sector_00","unvaccinated","exposed"
"574",1,0.231642725748784,"65+","sector_00","unvaccinated","exposed"
"575",2,0.376110622243345,"65+","sector_00","unvaccinated","exposed"
"576",3,0.47790510074157,"65+","sector_00","unvaccinated","exposed"
"577",4,0.560960306582767,"65+","sector_00","unvaccinated","exposed"
"578",5,0.638341714141445,"65+","sector_00","unvaccinated","exposed"
"579",6,0.717395795642897,"65+","sector_00","unvaccinated","exposed"
"580",7,0.802490217944494,"65+","sector_00","unvaccinated","exposed"
"581",8,0.896476749104039,"65+","sector_00","unvaccinated","exposed"
"582",9,1.00147673663986,"65+","sector_00","unvaccinated","exposed"
"583",10,1.11930726785403,"65+","sector_00","unvaccinated","exposed"
"584",0,0,"20-64","sector_01","unvaccinated","exposed"
"585",1,0.0185401558662014,"20-64","sector_01","unvaccinated","exposed"
"586",2,0.0305866026475514,"20-64","sector_01","unvaccinated","exposed"
"587",3,0.0394086778056755,"20-64","sector_01","unvaccinated","exposed"
"588",4,0.0467814547504938,"20-64","sector_01","unvaccinated","exposed"
"589",5,0.0536904584100355,"20-64","sector_01","unvaccinated","exposed"
"590",6,0.0607048920810543,"20-64","sector_01","unvaccinated","exposed"
"591",7,0.0681760346842489,"20-64","sector_01","unvaccinated","exposed"
"592",8,0.076343312513463,"20-64","sector_01","unvaccinated","exposed"
"593",9,0.0853915523291619,"20-64","sector_01","unvaccinated","exposed"
"594",10,0.095482386587919,"20-64","sector_01","unvaccinated","exposed"
"595",0,0,"20-64","sector_02","unvaccinated","exposed"
"596",1,0.000878217416257475,"20-64","sector_02","unvaccinated","exposed"
"597",2,0.00145138337771378,"20-64","sector_02","unvaccinated","exposed"
"598",3,0.00187354642881524,"20-64","sector_02","unvaccinated","exposed"
"599",4,0.00222817477901769,"20-64","sector_02","unvaccinated","exposed"
"600",5,0.00256152431646809,"20-64","sector_02","unvaccinated","exposed"
"601",6,0.00290028041680048,"20-64","sector_02","unvaccinated","exposed"
"602",7,0.00326091772809429,"20-64","sector_02","unvaccinated","exposed"
"603",8,0.00365469341555891,"20-64","sector_02","unvaccinated","exposed"
"604",9,0.00409033576685199,"20-64","sector_02","unvaccinated","exposed"
"605",10,0.00457551515803767,"20-64","sector_02","unvaccinated","exposed"
"606",0,0,"20-64","sector_03","unvaccinated","exposed"
"607",1,0.000742008735045072,"20-64","sector_03","unvaccinated","exposed"
"608",2,0.00122410952510274,"20-64","sector_03","unvaccinated","exposed"
"609",3,0.00157620061866556,"20-64","sector_03","unvaccinated","exposed"
"610",4,0.00186911901358096,"20-64","sector_03","unvaccinated","exposed"
"611",5,0.00214239351328402,"20-64","sector_03","unvaccinated","exposed"
"612",6,0.00241897311929108,"20-64","sector_03","unvaccinated","exposed"
"613",7,0.00271307788333989,"20-64","sector_03","unvaccinated","exposed"
"614",8,0.00303441163224376,"20-64","sector_03","unvaccinated","exposed"
"615",9,0.00339044644818139,"20-64","sector_03","unvaccinated","exposed"
"616",10,0.00378768295087329,"20-64","sector_03","unvaccinated","exposed"
