"","time","value","age_group","econ_sector","vaccine_group","compartment"
"2594",8,0.00881409123892742,"20-64","sector_36","unvaccinated","hospitalised_recov"
"2595",9,0.0102489703359272,"20-64","sector_36","unvaccinated","hospitalised_recov"
"2596",10,0.0118304758640022,"20-64","sector_36","unvaccinated","hospitalised_recov"
"2597",0,0,"20-64","sector_37","unvaccinated","hospitalised_recov"
"2598",1,0.000627605668048528,"20-64","sector_37","unvaccinated","hospitalised_recov"
"2599",2,0.00115493307527387,"20-64","sector_37","unvaccinated","hospitalised_recov"
"2600",3,0.00165311515928262,"20-64","sector_37","unvaccinated","hospitalised_recov"
"2601",4,0.00216188297293382,"20-64","sector_37","unvaccinated","hospitalised_recov"
"2602",5,0.0027048332539232,"20-64","sector_37","unvaccinated","hospitalised_recov"
"2603",6,0.00329748542601692,"20-64","sector_37","unvaccinated","hospitalised_recov"
"2604",7,0.00395155499235317,"20-64","sector_37","unvaccinated","hospitalised_recov"
"2605",8,0.0046772439301621,"20-64","sector_37","unvaccinated","hospitalised_recov"
"2606",9,0.00548449490727994,"20-64","sector_37","unvaccinated","hospitalised_recov"
"2607",10,0.00638370755208196,"20-64","sector_37","unvaccinated","hospitalised_recov"
"2608",0,0,"20-64","sector_38","unvaccinated","hospitalised_recov"
"2609",1,0.00308902691309063,"20-64","sector_38","unvaccinated","hospitalised_recov"
"2610",2,0.00566794958236997,"20-64","sector_38","unvaccinated","hospitalised_recov"
"2611",3,0.00808042807932376,"20-64","sector_38","unvaccinated","hospitalised_recov"
"2612",4,0.0105196785030842,"20-64","sector_38","unvaccinated","hospitalised_recov"
"2613",5,0.0131006280112382,"20-64","sector_38","unvaccinated","hospitalised_recov"
"2614",6,0.015898325348844,"20-64","sector_38","unvaccinated","hospitalised_recov"
"2615",7,0.0189685214215348,"20-64","sector_38","unvaccinated","hospitalised_recov"
"2616",8,0.02235882444781,"20-64","sector_38","unvaccinated","hospitalised_recov"
"2617",9,0.0261148772153834,"20-64","sector_38","unvaccinated","hospitalised_recov"
"2618",10,0.0302839151122516,"20-64","sector_38","unvaccinated","hospitalised_recov"
"2619",0,0,"20-64","sector_39","unvaccinated","hospitalised_recov"
"2620",1,0.00321328250857587,"20-64","sector_39","unvaccinated","hospitalised_recov"
"2621",2,0.00591708126069421,"20-64","sector_39","unvaccinated","hospitalised_recov"
"2622",3,0.00847593075366776,"20-64","sector_39","unvaccinated","hospitalised_recov"
"2623",4,0.0110904465504251,"20-64","sector_39","unvaccinated","hospitalised_recov"
"2624",5,0.0138764831472106,"20-64","sector_39","unvaccinated","hospitalised_recov"
"2625",6,0.0169073202237466,"20-64","sector_39","unvaccinated","hospitalised_recov"
"2626",7,0.0202362176913788,"20-64","sector_39","unvaccinated","hospitalised_recov"
"2627",8,0.0239085533164144,"20-64","sector_39","unvaccinated","hospitalised_recov"
"2628",9,0.027968447686317,"20-64","sector_39","unvaccinated","hospitalised_recov"
"2629",10,0.0324624914702261,"20-64","sector_39","unvaccinated","hospitalised_recov"
"2630",0,0,"20-64","sector_40","unvaccinated","hospitalised_recov"
"2631",1,0.00160866919205428,"20-64","sector_40","unvaccinated","hospitalised_recov"
"2632",2,0.00295641790797348,"20-64","sector_40","unvaccinated","hospitalised_recov"
"2633",3,0.0042208456599068,"20-64","sector_40","unvaccinated","hospitalised_recov"
"2634",4,0.00549874397156513,"20-64","sector_40","unvaccinated","hospitalised_recov"
"2635",5,0.00684569756049584,"20-64","sector_40","unvaccinated","hospitalised_recov"
"2636",6,0.00829690520277784,"20-64","sector_40","unvaccinated","hospitalised_recov"
"2637",7,0.00987813376620054,"20-64","sector_40","unvaccinated","hospitalised_recov"
"2638",8,0.0116115047502967,"20-64","sector_40","unvaccinated","hospitalised_recov"
"2639",9,0.0135185896870062,"20-64","sector_40","unvaccinated","hospitalised_recov"
"2640",10,0.0156221178447195,"20-64","sector_40","unvaccinated","hospitalised_recov"
"2641",0,0,"20-64","sector_41","unvaccinated","hospitalised_recov"
"2642",1,0.00313732093193901,"20-64","sector_41","unvaccinated","hospitalised_recov"
"2643",2,0.00584305880180014,"20-64","sector_41","unvaccinated","hospitalised_recov"
"2644",3,0.00850400302628606,"20-64","sector_41","unvaccinated","hospitalised_recov"
"2645",4,0.0113338669777108,"20-64","sector_41","unvaccinated","hospitalised_recov"
"2646",5,0.0144606799287467,"20-64","sector_41","unvaccinated","hospitalised_recov"
"2647",6,0.0179718549819688,"20-64","sector_41","unvaccinated","hospitalised_recov"
"2648",7,0.021937503963518,"20-64","sector_41","unvaccinated","hospitalised_recov"
"2649",8,0.0264226252602895,"20-64","sector_41","unvaccinated","hospitalised_recov"
"2650",9,0.0314936444069374,"20-64","sector_41","unvaccinated","hospitalised_recov"
"2651",10,0.0372221277695613,"20-64","sector_41","unvaccinated","hospitalised_recov"
"2652",0,0,"20-64","sector_42","unvaccinated","hospitalised_recov"
"2653",1,0.00466317518725553,"20-64","sector_42","unvaccinated","hospitalised_recov"
"2654",2,0.0086209452755894,"20-64","sector_42","unvaccinated","hospitalised_recov"
"2655",3,0.0124198507838058,"20-64","sector_42","unvaccinated","hospitalised_recov"
"2656",4,0.016362851280681,"20-64","sector_42","unvaccinated","hospitalised_recov"
"2657",5,0.0206287220394263,"20-64","sector_42","unvaccinated","hospitalised_recov"
"2658",6,0.0253347799960809,"20-64","sector_42","unvaccinated","hospitalised_recov"
"2659",7,0.0305699873404125,"20-64","sector_42","unvaccinated","hospitalised_recov"
"2660",8,0.0364125987176658,"20-64","sector_42","unvaccinated","hospitalised_recov"
"2661",9,0.0429397744869658,"20-64","sector_42","unvaccinated","hospitalised_recov"
"2662",10,0.0502330503972599,"20-64","sector_42","unvaccinated","hospitalised_recov"
"2663",0,0,"20-64","sector_43","unvaccinated","hospitalised_recov"
"2664",1,0.00106209879385569,"20-64","sector_43","unvaccinated","hospitalised_recov"
"2665",2,0.00196857964367906,"20-64","sector_43","unvaccinated","hospitalised_recov"
"2666",3,0.00284534444007061,"20-64","sector_43","unvaccinated","hospitalised_recov"
"2667",4,0.00376077508555377,"20-64","sector_43","unvaccinated","hospitalised_recov"
"2668",5,0.00475399127756263,"20-64","sector_43","unvaccinated","hospitalised_recov"
"2669",6,0.00584975485618318,"20-64","sector_43","unvaccinated","hospitalised_recov"
"2670",7,0.00706634285523723,"20-64","sector_43","unvaccinated","hospitalised_recov"
"2671",8,0.00841972711476561,"20-64","sector_43","unvaccinated","hospitalised_recov"
"2672",9,0.0099258237045964,"20-64","sector_43","unvaccinated","hospitalised_recov"
"2673",10,0.0116017436388849,"20-64","sector_43","unvaccinated","hospitalised_recov"
"2674",0,0,"20-64","sector_44","unvaccinated","hospitalised_recov"
"2675",1,0.00101614837844587,"20-64","sector_44","unvaccinated","hospitalised_recov"
"2676",2,0.0018507977100356,"20-64","sector_44","unvaccinated","hospitalised_recov"
"2677",3,0.00260988909057241,"20-64","sector_44","unvaccinated","hospitalised_recov"
"2678",4,0.00335307585201933,"20-64","sector_44","unvaccinated","hospitalised_recov"
"2679",5,0.0041157314483251,"20-64","sector_44","unvaccinated","hospitalised_recov"
"2680",6,0.00492072539821155,"20-64","sector_44","unvaccinated","hospitalised_recov"
"2681",7,0.00578475478044859,"20-64","sector_44","unvaccinated","hospitalised_recov"
"2682",8,0.00672177809962024,"20-64","sector_44","unvaccinated","hospitalised_recov"
"2683",9,0.00774490893841227,"20-64","sector_44","unvaccinated","hospitalised_recov"
"2684",10,0.00886749415218583,"20-64","sector_44","unvaccinated","hospitalised_recov"
"2685",0,0,"20-64","sector_45","unvaccinated","hospitalised_recov"
"2686",1,6.79853951784593e-05,"20-64","sector_45","unvaccinated","hospitalised_recov"
"2687",2,0.000123376830329259,"20-64","sector_45","unvaccinated","hospitalised_recov"
"2688",3,0.00017316602774927,"20-64","sector_45","unvaccinated","hospitalised_recov"
"2689",4,0.000221406370347583,"20-64","sector_45","unvaccinated","hospitalised_recov"
"2690",5,0.000270576820225241,"20-64","sector_45","unvaccinated","hospitalised_recov"
"2691",6,0.000322320945852218,"20-64","sector_45","unvaccinated","hospitalised_recov"
"2692",7,0.000377851329522395,"20-64","sector_45","unvaccinated","hospitalised_recov"
"2693",8,0.000438174154246418,"20-64","sector_45","unvaccinated","hospitalised_recov"
"2694",9,0.000504216864667092,"20-64","sector_45","unvaccinated","hospitalised_recov"
"2695",10,0.00057690349986263,"20-64","sector_45","unvaccinated","hospitalised_recov"
"2696",0,0,"0-4","sector_00","unvaccinated","hospitalised_death"
"2697",1,0.0015360311277841,"0-4","sector_00","unvaccinated","hospitalised_death"
"2698",2,0.00271209905371373,"0-4","sector_00","unvaccinated","hospitalised_death"
"2699",3,0.00366341061733586,"0-4","sector_00","unvaccinated","hospitalised_death"
"2700",4,0.00447728528243107,"0-4","sector_00","unvaccinated","hospitalised_death"
"2701",5,0.0052124411172252,"0-4","sector_00","unvaccinated","hospitalised_death"
"2702",6,0.00591020761977093,"0-4","sector_00","unvaccinated","hospitalised_death"
"2703",7,0.00660120240195157,"0-4","sector_00","unvaccinated","hospitalised_death"
"2704",8,0.00730941576415931,"0-4","sector_00","unvaccinated","hospitalised_death"
"2705",9,0.00805478654060844,"0-4","sector_00","unvaccinated","hospitalised_death"
"2706",10,0.00885488271145174,"0-4","sector_00","unvaccinated","hospitalised_death"
"2707",0,0,"5-19","sector_00","unvaccinated","hospitalised_death"
"2708",1,0.0208117584616315,"5-19","sector_00","unvaccinated","hospitalised_death"
"2709",2,0.0366238778341472,"5-19","sector_00","unvaccinated","hospitalised_death"
"2710",3,0.0500406943536309,"5-19","sector_00","unvaccinated","hospitalised_death"
"2711",4,0.0625284411917123,"5-19","sector_00","unvaccinated","hospitalised_death"
"2712",5,0.0749457851902277,"5-19","sector_00","unvaccinated","hospitalised_death"
"2713",6,0.0878288071453163,"5-19","sector_00","unvaccinated","hospitalised_death"
"2714",7,0.101545156092211,"5-19","sector_00","unvaccinated","hospitalised_death"
"2715",8,0.116378308117495,"5-19","sector_00","unvaccinated","hospitalised_death"
"2716",9,0.132574389247321,"5-19","sector_00","unvaccinated","hospitalised_death"
"2717",10,0.150368912215752,"5-19","sector_00","unvaccinated","hospitalised_death"
"2718",0,0,"20-64","sector_00","unvaccinated","hospitalised_death"
"2719",1,0.00271142876345841,"20-64","sector_00","unvaccinated","hospitalised_death"
"2720",2,0.00482856017460616,"20-64","sector_00","unvaccinated","hospitalised_death"
"2721",3,0.00660601923690983,"20-64","sector_00","unvaccinated","hospitalised_death"
"2722",4,0.00820290139974439,"20-64","sector_00","unvaccinated","hospitalised_death"
"2723",5,0.00972403874108676,"20-64","sector_00","unvaccinated","hospitalised_death"
"2724",6,0.0112429510447828,"20-64","sector_00","unvaccinated","hospitalised_death"
"2725",7,0.0128148932130481,"20-64","sector_00","unvaccinated","hospitalised_death"
"2726",8,0.0144844906039988,"20-64","sector_00","unvaccinated","hospitalised_death"
"2727",9,0.0162903780725207,"20-64","sector_00","unvaccinated","hospitalised_death"
"2728",10,0.0182681542524564,"20-64","sector_00","unvaccinated","hospitalised_death"
"2729",0,0,"65+","sector_00","unvaccinated","hospitalised_death"
"2730",1,0.0614674753901088,"65+","sector_00","unvaccinated","hospitalised_death"
"2731",2,0.0980015405056498,"65+","sector_00","unvaccinated","hospitalised_death"
"2732",3,0.120722004516741,"65+","sector_00","unvaccinated","hospitalised_death"
"2733",4,0.135941636730941,"65+","sector_00","unvaccinated","hospitalised_death"
"2734",5,0.14728787222943,"65+","sector_00","unvaccinated","hospitalised_death"
"2735",6,0.156883342777826,"65+","sector_00","unvaccinated","hospitalised_death"
"2736",7,0.1660059355018,"65+","sector_00","unvaccinated","hospitalised_death"
"2737",8,0.175459911125258,"65+","sector_00","unvaccinated","hospitalised_death"
"2738",9,0.185786005525288,"65+","sector_00","unvaccinated","hospitalised_death"
"2739",10,0.197381444466761,"65+","sector_00","unvaccinated","hospitalised_death"
"2740",0,0,"20-64","sector_01","unvaccinated","hospitalised_death"
"2741",1,0.000154138196033782,"20-64","sector_01","unvaccinated","hospitalised_death"
"2742",2,0.000277984353889627,"20-64","sector_01","unvaccinated","hospitalised_death"
"2743",3,0.000387278454146199,"20-64","sector_01","unvaccinated","hospitalised_death"
"2744",4,0.000491241336623649,"20-64","sector_01","unvaccinated","hospitalised_death"
"2745",5,0.000595562861817982,"20-64","sector_01","unvaccinated","hospitalised_death"
"2746",6,0.000704029808752918,"20-64","sector_01","unvaccinated","hospitalised_death"
"2747",7,0.000819422776328892,"20-64","sector_01","unvaccinated","hospitalised_death"
"2748",8,0.00094401836623676,"20-64","sector_01","unvaccinated","hospitalised_death"
"2749",9,0.00107987723214475,"20-64","sector_01","unvaccinated","hospitalised_death"
"2750",10,0.00122901551626605,"20-64","sector_01","unvaccinated","hospitalised_death"
"2751",0,0,"20-64","sector_02","unvaccinated","hospitalised_death"
"2752",1,6.63820795774469e-06,"20-64","sector_02","unvaccinated","hospitalised_death"
"2753",2,1.20298995152595e-05,"20-64","sector_02","unvaccinated","hospitalised_death"
"2754",3,1.68766583812065e-05,"20-64","sector_02","unvaccinated","hospitalised_death"
"2755",4,2.15828533181905e-05,"20-64","sector_02","unvaccinated","hospitalised_death"
"2756",5,2.63939533383267e-05,"20-64","sector_02","unvaccinated","hospitalised_death"
"2757",6,3.14713278393327e-05,"20-64","sector_02","unvaccinated","hospitalised_death"
"2758",7,3.69330893575012e-05,"20-64","sector_02","unvaccinated","hospitalised_death"
"2759",8,4.28767173765233e-05,"20-64","sector_02","unvaccinated","hospitalised_death"
"2760",9,4.93918776888934e-05,"20-64","sector_02","unvaccinated","hospitalised_death"
"2761",10,5.65679569628028e-05,"20-64","sector_02","unvaccinated","hospitalised_death"
"2762",0,0,"20-64","sector_03","unvaccinated","hospitalised_death"
"2763",1,6.53991892373156e-06,"20-64","sector_03","unvaccinated","hospitalised_death"
"2764",2,1.17621886286024e-05,"20-64","sector_03","unvaccinated","hospitalised_death"
"2765",3,1.63222964199206e-05,"20-64","sector_03","unvaccinated","hospitalised_death"
"2766",4,2.06081101853707e-05,"20-64","sector_03","unvaccinated","hospitalised_death"
"2767",5,2.48609143438789e-05,"20-64","sector_03","unvaccinated","hospitalised_death"
"2768",6,2.92418938755637e-05,"20-64","sector_03","unvaccinated","hospitalised_death"
"2769",7,3.38691092921004e-05,"20-64","sector_03","unvaccinated","hospitalised_death"
"2770",8,3.88384101179226e-05,"20-64","sector_03","unvaccinated","hospitalised_death"
"2771",9,4.42355519537956e-05,"20-64","sector_03","unvaccinated","hospitalised_death"
"2772",10,5.01434693492428e-05,"20-64","sector_03","unvaccinated","hospitalised_death"
"2773",0,0,"20-64","sector_04","unvaccinated","hospitalised_death"
"2774",1,8.96351145279502e-06,"20-64","sector_04","unvaccinated","hospitalised_death"
"2775",2,1.6335552180083e-05,"20-64","sector_04","unvaccinated","hospitalised_death"
"2776",3,2.30848367837929e-05,"20-64","sector_04","unvaccinated","hospitalised_death"
"2777",4,2.97476913519886e-05,"20-64","sector_04","unvaccinated","hospitalised_death"
"2778",5,3.66362171348114e-05,"20-64","sector_04","unvaccinated","hospitalised_death"
"2779",6,4.39488241281363e-05,"20-64","sector_04","unvaccinated","hospitalised_death"
"2780",7,5.18290805393105e-05,"20-64","sector_04","unvaccinated","hospitalised_death"
"2781",8,6.03972351108498e-05,"20-64","sector_04","unvaccinated","hospitalised_death"
"2782",9,6.97673353127611e-05,"20-64","sector_04","unvaccinated","hospitalised_death"
"2783",10,8.00568009609721e-05,"20-64","sector_04","unvaccinated","hospitalised_death"
"2784",0,0,"20-64","sector_05","unvaccinated","hospitalised_death"
"2785",1,9.73446850782126e-06,"20-64","sector_05","unvaccinated","hospitalised_death"
"2786",2,1.76212089028006e-05,"20-64","sector_05","unvaccinated","hospitalised_death"
"2787",3,2.46793563036253e-05,"20-64","sector_05","unvaccinated","hospitalised_death"
"2788",4,3.14973114516324e-05,"20-64","sector_05","unvaccinated","hospitalised_death"
"2789",5,3.84329449547682e-05,"20-64","sector_05","unvaccinated","hospitalised_death"
"2790",6,4.57219317051804e-05,"20-64","sector_05","unvaccinated","hospitalised_death"
"2791",7,5.35369244998095e-05,"20-64","sector_05","unvaccinated","hospitalised_death"
"2792",8,6.20203325226997e-05,"20-64","sector_05","unvaccinated","hospitalised_death"
"2793",9,7.13028878140647e-05,"20-64","sector_05","unvaccinated","hospitalised_death"
"2794",10,8.15145486103284e-05,"20-64","sector_05","unvaccinated","hospitalised_death"
"2795",0,0,"20-64","sector_06","unvaccinated","hospitalised_death"
"2796",1,0.000171511182768866,"20-64","sector_06","unvaccinated","hospitalised_death"
"2797",2,0.000312388118387226,"20-64","sector_06","unvaccinated","hospitalised_death"
"2798",3,0.000441385922575627,"20-64","sector_06","unvaccinated","hospitalised_death"
"2799",4,0.000569140129816471,"20-64","sector_06","unvaccinated","hospitalised_death"
"2800",5,0.000702007924263527,"20-64","sector_06","unvaccinated","hospitalised_death"
"2801",6,0.000844127512949739,"20-64","sector_06","unvaccinated","hospitalised_death"
"2802",7,0.000998530658602725,"20-64","sector_06","unvaccinated","hospitalised_death"
"2803",8,0.00116775115183247,"20-64","sector_06","unvaccinated","hospitalised_death"
"2804",9,0.0013541647072877,"20-64","sector_06","unvaccinated","hospitalised_death"
"2805",10,0.00156018592891468,"20-64","sector_06","unvaccinated","hospitalised_death"
"2806",0,0,"20-64","sector_07","unvaccinated","hospitalised_death"
"2807",1,4.1818004012987e-05,"20-64","sector_07","unvaccinated","hospitalised_death"
"2808",2,7.6186884825039e-05,"20-64","sector_07","unvaccinated","hospitalised_death"
"2809",3,0.000107669576443038,"20-64","sector_07","unvaccinated","hospitalised_death"
"2810",4,0.000138825813026025,"20-64","sector_07","unvaccinated","hospitalised_death"
"2811",5,0.000171158587605931,"20-64","sector_07","unvaccinated","hospitalised_death"
"2812",6,0.00020562434031433,"20-64","sector_07","unvaccinated","hospitalised_death"
"2813",7,0.000242909492885,"20-64","sector_07","unvaccinated","hospitalised_death"
"2814",8,0.0002835816368356,"20-64","sector_07","unvaccinated","hospitalised_death"
"2815",9,0.00032817346762637,"20-64","sector_07","unvaccinated","hospitalised_death"
"2816",10,0.000377230728727748,"20-64","sector_07","unvaccinated","hospitalised_death"
"2817",0,0,"20-64","sector_08","unvaccinated","hospitalised_death"
"2818",1,3.08789033345265e-05,"20-64","sector_08","unvaccinated","hospitalised_death"
"2819",2,5.59222271790354e-05,"20-64","sector_08","unvaccinated","hospitalised_death"
"2820",3,7.83403703021091e-05,"20-64","sector_08","unvaccinated","hospitalised_death"
"2821",4,9.99583539589986e-05,"20-64","sector_08","unvaccinated","hospitalised_death"
"2822",5,0.000121867661074727,"20-64","sector_08","unvaccinated","hospitalised_death"
"2823",6,0.000144776689581857,"20-64","sector_08","unvaccinated","hospitalised_death"
"2824",7,0.000169200315728537,"20-64","sector_08","unvaccinated","hospitalised_death"
"2825",8,0.000195563456841885,"20-64","sector_08","unvaccinated","hospitalised_death"
"2826",9,0.000224258655994152,"20-64","sector_08","unvaccinated","hospitalised_death"
"2827",10,0.000255679133170927,"20-64","sector_08","unvaccinated","hospitalised_death"
"2828",0,0,"20-64","sector_09","unvaccinated","hospitalised_death"
"2829",1,6.38601568446168e-05,"20-64","sector_09","unvaccinated","hospitalised_death"
"2830",2,0.000116048965271008,"20-64","sector_09","unvaccinated","hospitalised_death"
"2831",3,0.000163429602302502,"20-64","sector_09","unvaccinated","hospitalised_death"
"2832",4,0.000209912946293942,"20-64","sector_09","unvaccinated","hospitalised_death"
"2833",5,0.000257848594700415,"20-64","sector_09","unvaccinated","hospitalised_death"
"2834",6,0.000308772124559687,"20-64","sector_09","unvaccinated","hospitalised_death"
"2835",7,0.000363809635854845,"20-64","sector_09","unvaccinated","hospitalised_death"
"2836",8,0.000423899485516191,"20-64","sector_09","unvaccinated","hospitalised_death"
"2837",9,0.000489916406452352,"20-64","sector_09","unvaccinated","hospitalised_death"
"2838",10,0.000562743549488696,"20-64","sector_09","unvaccinated","hospitalised_death"
"2839",0,0,"20-64","sector_10","unvaccinated","hospitalised_death"
"2840",1,3.89926075780659e-06,"20-64","sector_10","unvaccinated","hospitalised_death"
"2841",2,7.08374366464805e-06,"20-64","sector_10","unvaccinated","hospitalised_death"
"2842",3,9.97247040191934e-06,"20-64","sector_10","unvaccinated","hospitalised_death"
"2843",4,1.28049493347383e-05,"20-64","sector_10","unvaccinated","hospitalised_death"
"2844",5,1.57254027770789e-05,"20-64","sector_10","unvaccinated","hospitalised_death"
"2845",6,1.8828125102215e-05,"20-64","sector_10","unvaccinated","hospitalised_death"
"2846",7,2.21821199651888e-05,"20-64","sector_10","unvaccinated","hospitalised_death"
"2847",8,2.58446615649917e-05,"20-64","sector_10","unvaccinated","hospitalised_death"
"2848",9,2.98689239031189e-05,"20-64","sector_10","unvaccinated","hospitalised_death"
"2849",10,3.43084323254979e-05,"20-64","sector_10","unvaccinated","hospitalised_death"
"2850",0,0,"20-64","sector_11","unvaccinated","hospitalised_death"
"2851",1,4.05129584780924e-05,"20-64","sector_11","unvaccinated","hospitalised_death"
"2852",2,7.36622256331558e-05,"20-64","sector_11","unvaccinated","hospitalised_death"
"2853",3,0.000103810702297408,"20-64","sector_11","unvaccinated","hospitalised_death"
"2854",4,0.000133422965837796,"20-64","sector_11","unvaccinated","hospitalised_death"
"2855",5,0.000163956791010514,"20-64","sector_11","unvaccinated","hospitalised_death"
"2856",6,0.000196345187217034,"20-64","sector_11","unvaccinated","hospitalised_death"
"2857",7,0.000231258686459493,"20-64","sector_11","unvaccinated","hospitalised_death"
"2858",8,0.000269249431368387,"20-64","sector_11","unvaccinated","hospitalised_death"
"2859",9,0.00031083162310088,"20-64","sector_11","unvaccinated","hospitalised_death"
"2860",10,0.000356527757290946,"20-64","sector_11","unvaccinated","hospitalised_death"
"2861",0,0,"20-64","sector_12","unvaccinated","hospitalised_death"
"2862",1,1.88935303802727e-05,"20-64","sector_12","unvaccinated","hospitalised_death"
"2863",2,3.44839834950756e-05,"20-64","sector_12","unvaccinated","hospitalised_death"
"2864",3,4.88321819675468e-05,"20-64","sector_12","unvaccinated","hospitalised_death"
"2865",4,6.30727915670743e-05,"20-64","sector_12","unvaccinated","hospitalised_death"
"2866",5,7.78624513244939e-05,"20-64","sector_12","unvaccinated","hospitalised_death"
"2867",6,9.36170296483378e-05,"20-64","sector_12","unvaccinated","hospitalised_death"
"2868",7,0.000110637484076948,"20-64","sector_12","unvaccinated","hospitalised_death"
"2869",8,0.00012917698034782,"20-64","sector_12","unvaccinated","hospitalised_death"
"2870",9,0.000149477154844915,"20-64","sector_12","unvaccinated","hospitalised_death"
"2871",10,0.000171788285941259,"20-64","sector_12","unvaccinated","hospitalised_death"
"2872",0,0,"20-64","sector_13","unvaccinated","hospitalised_death"
"2873",1,6.66255351777954e-05,"20-64","sector_13","unvaccinated","hospitalised_death"
"2874",2,0.000120977434097492,"20-64","sector_13","unvaccinated","hospitalised_death"
"2875",3,0.000170177485622872,"20-64","sector_13","unvaccinated","hospitalised_death"
"2876",4,0.000218294184235519,"20-64","sector_13","unvaccinated","hospitalised_death"
"2877",5,0.000267777402613036,"20-64","sector_13","unvaccinated","hospitalised_death"
"2878",6,0.000320230268244156,"20-64","sector_13","unvaccinated","hospitalised_death"
"2879",7,0.00037682779625172,"20-64","sector_13","unvaccinated","hospitalised_death"
"2880",8,0.000438546835694286,"20-64","sector_13","unvaccinated","hospitalised_death"
"2881",9,0.000506295086600255,"20-64","sector_13","unvaccinated","hospitalised_death"
"2882",10,0.000580986152525737,"20-64","sector_13","unvaccinated","hospitalised_death"
"2883",0,0,"20-64","sector_14","unvaccinated","hospitalised_death"
"2884",1,3.75213038574249e-05,"20-64","sector_14","unvaccinated","hospitalised_death"
"2885",2,6.81919545115875e-05,"20-64","sector_14","unvaccinated","hospitalised_death"
"2886",3,9.6055027573658e-05,"20-64","sector_14","unvaccinated","hospitalised_death"
"2887",4,0.000123418526507395,"20-64","sector_14","unvaccinated","hospitalised_death"
"2888",5,0.000151670538293706,"20-64","sector_14","unvaccinated","hospitalised_death"
"2889",6,0.000181717907720954,"20-64","sector_14","unvaccinated","hospitalised_death"
"2890",7,0.000214224310205103,"20-64","sector_14","unvaccinated","hospitalised_death"
"2891",8,0.000249741163675322,"20-64","sector_14","unvaccinated","hospitalised_death"
"2892",9,0.000288781193315657,"20-64","sector_14","unvaccinated","hospitalised_death"
"2893",10,0.000331861307279244,"20-64","sector_14","unvaccinated","hospitalised_death"
"2894",0,0,"20-64","sector_15","unvaccinated","hospitalised_death"
"2895",1,2.66662390728341e-05,"20-64","sector_15","unvaccinated","hospitalised_death"
"2896",2,4.84970331937639e-05,"20-64","sector_15","unvaccinated","hospitalised_death"
"2897",3,6.83685752557522e-05,"20-64","sector_15","unvaccinated","hospitalised_death"
"2898",4,8.79042344427643e-05,"20-64","sector_15","unvaccinated","hospitalised_death"
"2899",5,0.000108063353240688,"20-64","sector_15","unvaccinated","hospitalised_death"
"2900",6,0.000129459490722768,"20-64","sector_15","unvaccinated","hospitalised_death"
"2901",7,0.000152533506802914,"20-64","sector_15","unvaccinated","hospitalised_death"
"2902",8,0.000177648591594164,"20-64","sector_15","unvaccinated","hospitalised_death"
"2903",9,0.000205143286235753,"20-64","sector_15","unvaccinated","hospitalised_death"
"2904",10,0.000235361932726703,"20-64","sector_15","unvaccinated","hospitalised_death"
"2905",0,0,"20-64","sector_16","unvaccinated","hospitalised_death"
"2906",1,0.000125433384856614,"20-64","sector_16","unvaccinated","hospitalised_death"
"2907",2,0.000227975331915274,"20-64","sector_16","unvaccinated","hospitalised_death"
"2908",3,0.000320956371792852,"20-64","sector_16","unvaccinated","hospitalised_death"
"2909",4,0.000411837102555311,"20-64","sector_16","unvaccinated","hospitalised_death"
"2910",5,0.000505007306711916,"20-64","sector_16","unvaccinated","hospitalised_death"
"2911",6,0.000603280255864028,"20-64","sector_16","unvaccinated","hospitalised_death"
"2912",7,0.000708693670218124,"20-64","sector_16","unvaccinated","hospitalised_death"
"2913",8,0.000822942316271662,"20-64","sector_16","unvaccinated","hospitalised_death"
"2914",9,0.000947615238878942,"20-64","sector_16","unvaccinated","hospitalised_death"
"2915",10,0.00108432984219758,"20-64","sector_16","unvaccinated","hospitalised_death"
"2916",0,0,"20-64","sector_17","unvaccinated","hospitalised_death"
"2917",1,4.66995111991248e-05,"20-64","sector_17","unvaccinated","hospitalised_death"
"2918",2,8.49976415838022e-05,"20-64","sector_17","unvaccinated","hospitalised_death"
"2919",3,0.000119966931346931,"20-64","sector_17","unvaccinated","hospitalised_death"
"2920",4,0.000154484360978004,"20-64","sector_17","unvaccinated","hospitalised_death"
"2921",5,0.000190271311246875,"20-64","sector_17","unvaccinated","hospitalised_death"
"2922",6,0.000228450568414001,"20-64","sector_17","unvaccinated","hospitalised_death"
"2923",7,0.00026984679451244,"20-64","sector_17","unvaccinated","hospitalised_death"
"2924",8,0.000315150539758353,"20-64","sector_17","unvaccinated","hospitalised_death"
"2925",9,0.000365009643062929,"20-64","sector_17","unvaccinated","hospitalised_death"
"2926",10,0.000420082063649716,"20-64","sector_17","unvaccinated","hospitalised_death"
"2927",0,0,"20-64","sector_18","unvaccinated","hospitalised_death"
"2928",1,3.24814990159566e-05,"20-64","sector_18","unvaccinated","hospitalised_death"
"2929",2,5.92907571040939e-05,"20-64","sector_18","unvaccinated","hospitalised_death"
"2930",3,8.4032451342673e-05,"20-64","sector_18","unvaccinated","hospitalised_death"
"2931",4,0.000108738305183018,"20-64","sector_18","unvaccinated","hospitalised_death"
"2932",5,0.000134616263275646,"20-64","sector_18","unvaccinated","hospitalised_death"
"2933",6,0.000162450617424857,"20-64","sector_18","unvaccinated","hospitalised_death"
